AtomNum_E,Weight_E,HOMO_E,HOMO_number_E,LUMO_E,HOMO_LUMO_Gap_E,ODI_HOMO_1_E,ODI_HOMO_E,ODI_LUMO_E,ODI_LUMO_Add1_E,ODI_Mean_E,ODI_Std_E,Farthest_Distance_E,Mol_Radius_E,Mol_Size_Short_E,Mol_Size_2_E,Mol_Size_L_E,Length_Ratio_E,Len_Div_Diameter_E,MPP_E,SDP_E,Dipole_Moment_E,Quadrupole_Moment_E,Octopole_Moment_E,Volume_E,Density_E,ESPmin_E,ESPmax_E,Overall_Surface_Area_E,Pos_Surface_Area_E,Neg_Surface_Area_E,Overall_Average_E,Pos_Average_E,Neg_Average_E,Overall_Variance_E,Nu_E,Pi_E,MPI_E,Nonpolar_Area_E,Polar_Area_E,ALIEmin_E,ALIEmax_E,ALIE_Ave_E,ALIE_Var_E,LEAmin_E,LEAmax_E,LEA_Ave_E,LEA_Var_E,Vertical IP_E,Vertical EA_E,Mulliken electronegativity_E,Chemical potential_E,Hardness_E,Softness_E,Electrophilicity index_E,Nucleophilicity index_E,qN_E,qN+1_E,qN-1_E,f-_E,f+_E,f0_E,CDD_E,AtomNum_Nu,Weight_Nu,HOMO_Nu,HOMO_number_Nu,LUMO_Nu,HOMO_LUMO_Gap_Nu,ODI_HOMO_1_Nu,ODI_HOMO_Nu,ODI_LUMO_Nu,ODI_LUMO_Add1_Nu,ODI_Mean_Nu,ODI_Std_Nu,Farthest_Distance_Nu,Mol_Radius_Nu,Mol_Size_Short_Nu,Mol_Size_2_Nu,Mol_Size_L_Nu,Length_Ratio_Nu,Len_Div_Diameter_Nu,MPP_Nu,SDP_Nu,Dipole_Moment_Nu,Quadrupole_Moment_Nu,Octopole_Moment_Nu,Volume_Nu,Density_Nu,ESPmin_Nu,ESPmax_Nu,Overall_Surface_Area_Nu,Pos_Surface_Area_Nu,Neg_Surface_Area_Nu,Overall_Average_Nu,Pos_Average_Nu,Neg_Average_Nu,Overall_Variance_Nu,Nu_Nu,Pi_Nu,MPI_Nu,Nonpolar_Area_Nu,Polar_Area_Nu,ALIEmin_Nu,ALIEmax_Nu,ALIE_Ave_Nu,ALIE_Var_Nu,LEAmin_Nu,LEAmax_Nu,LEA_Ave_Nu,LEA_Var_Nu,Vertical IP_Nu,Vertical EA_Nu,Mulliken electronegativity_Nu,Chemical potential_Nu,Hardness_Nu,Softness_Nu,Electrophilicity index_Nu,Nucleophilicity index_Nu,qN_Nu,qN+1_Nu,qN-1_Nu,f-_Nu,f+_Nu,f0_Nu,CDD_Nu
32,315.2258,-0.209629,80,-0.050474,0.159155,14.39,15.62,9.68,13.86,13.3875,2.233711877,20,7.429,8.019,8.269,14.5,0.470962713,0.975905236,1.34303,4.613282,7.106852,12.439693,447.414,2300.41217,1.5355,-41.0678,33.15517,1157.46689,607.91116,549.55573,0.0020881,0.02217421,-0.02013088,0.00034283,0.24847831,0.0211409,0.57699168,35.48,64.52,7.62254,14.22827,0.40005289,0.00228872,-36.11314,-16.36185,-0.9094731,0.011703,0.204205,0.059127,0.131666,-0.131666,0.145079,6.892805,0.059747,0.125569,-0.0693,-0.155,0.006,0.0752,0.0857,0.0805,0.0105,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
13,182.01715,-0.262316,44,-0.066252,0.196064,18.2,17.29,11.48,14.36,15.3325,2.63827003,7,5.321,3.7,6.7,10.642,0.505750404,1,2.60E-05,7.90E-05,3.942727,29.759529,304.9646,1145.56652,1.7805,-45.52836,32.4467,624.34981,437.43757,186.91224,0.0077305,0.0229471,-0.02788145,0.00080223,0.18879429,0.02209724,0.66461899,42.56,57.44,8.99361,14.7029,0.39993747,0.00188545,-31.55854,-16.40096,-0.8895085,0.013694,0.26067,0.073707,0.167188,-0.167188,0.186963,5.348645,0.074752,0.072882,-0.0389,-0.146,0.1987,0.2376,0.1071,0.1724,-0.1304,18,134.19668,-0.249917,36,-0.021827,0.22809,35.84,57.78,19.79,11.81,31.305,17.56517933,17,4.833,5.573,6.653,9.584,0.439431453,0.991516656,0.768005,2.974601,2.442277,9.721603,74.2032,1202.035,1.251,-36.19342,22.5989,653.25772,420.03407,233.22365,0.00241909,0.01633571,-0.02264465,0.00030005,0.18715024,0.01795575,0.50580804,45.46,54.54,7.58149,14.10154,0.41320031,0.00205416,-36.74921,-16.49795,-0.8880241,0.016877,0.2554,0.032989,0.144194,-0.144194,0.222411,4.496183,0.046742,0.085281,-0.0831,-0.638,0.4401,0.5232,0.5549,0.5391,0.0317
13,182.01715,-0.262316,44,-0.066252,0.196064,18.2,17.29,11.48,14.36,15.3325,2.63827003,7,5.321,3.7,6.7,10.642,0.505750404,1,2.60E-05,7.90E-05,3.942727,29.759529,304.9646,1145.56652,1.7805,-45.52836,32.4467,624.34981,437.43757,186.91224,0.0077305,0.0229471,-0.02788145,0.00080223,0.18879429,0.02209724,0.66461899,42.56,57.44,8.99361,14.7029,0.39993747,0.00188545,-31.55854,-16.40096,-0.8895085,0.013694,0.26067,0.073707,0.167188,-0.167188,0.186963,5.348645,0.074752,0.072882,-0.0389,-0.146,0.1987,0.2376,0.1071,0.1724,-0.1304,10,78.13331,-0.246279,21,-0.008017,0.238262,42.55,68.07,12.35,24.26,36.8075,21.01148064,10,3.611,4.476,4.862,7.709,0.452220332,1.067432844,0.607596,2.244795,2.473258,6.67907,73.0325,721.12493,1.2141,-30.41173,49.21745,430.71489,250.19712,180.51777,0.00446634,0.02343192,-0.0218199,0.0004168,0.22900486,0.02223896,0.61923051,35.49,64.51,7.36759,15.08648,0.39844639,0.00354765,-35.30098,-15.35976,-0.8592091,0.019116,0.253073,0.032815,0.142944,-0.142944,0.220258,4.540127,0.046384,0.088919,-0.1014,-0.1308,0.5189,0.6203,0.0294,0.3249,-0.5909
13,182.01715,-0.262316,44,-0.066252,0.196064,18.2,17.29,11.48,14.36,15.3325,2.63827003,7,5.321,3.7,6.7,10.642,0.505750404,1,2.60E-05,7.90E-05,3.942727,29.759529,304.9646,1145.56652,1.7805,-45.52836,32.4467,624.34981,437.43757,186.91224,0.0077305,0.0229471,-0.02788145,0.00080223,0.18879429,0.02209724,0.66461899,42.56,57.44,8.99361,14.7029,0.39993747,0.00188545,-31.55854,-16.40096,-0.8895085,0.013694,0.26067,0.073707,0.167188,-0.167188,0.186963,5.348645,0.074752,0.072882,-0.0389,-0.146,0.1987,0.2376,0.1071,0.1724,-0.1304,11,77.14855,-0.24299,21,-0.006491,0.236498,44.23,65.99,12.2,23.09,36.3775,20.61353363,11,3.646,4.437,4.936,7.815,0.454677682,1.071722436,0.590738,2.373736,2.354896,9.078079,57.8425,764.12403,1.1314,-33.74529,34.69019,449.9156,273.53627,176.37932,0.00486322,0.02284724,-0.02302713,0.00034852,0.24984287,0.02211239,0.62362394,33.32,66.68,7.28336,14.24694,0.38977419,0.00376901,-34.30465,-15.41396,-0.8604806,0.019151,0.242248,0.026768,0.134508,-0.134508,0.215481,4.64079,0.041981,0.092208,-0.1138,-0.4509,0.1728,0.2866,0.3372,0.3119,0.0505
13,182.01715,-0.262316,44,-0.066252,0.196064,18.2,17.29,11.48,14.36,15.3325,2.63827003,7,5.321,3.7,6.7,10.642,0.505750404,1,2.60E-05,7.90E-05,3.942727,29.759529,304.9646,1145.56652,1.7805,-45.52836,32.4467,624.34981,437.43757,186.91224,0.0077305,0.0229471,-0.02788145,0.00080223,0.18879429,0.02209724,0.66461899,42.56,57.44,8.99361,14.7029,0.39993747,0.00188545,-31.55854,-16.40096,-0.8895085,0.013694,0.26067,0.073707,0.167188,-0.167188,0.186963,5.348645,0.074752,0.072882,-0.0389,-0.146,0.1987,0.2376,0.1071,0.1724,-0.1304,16,142.19393,-0.238841,37,-0.025281,0.21356,17.53,31.46,13.59,11.51,18.5225,7.776063834,7,4.916,5.085,6.713,9.831,0.454528642,0.999898291,0.638293,2.634797,2.034785,15.738531,59.8803,1181.1739,1.349,-22.69571,29.24571,630.97079,340.07597,290.89483,0.0046901,0.02307096,-0.01679838,0.0002489,0.24140005,0.02005501,0.54910198,39.72,60.28,7.31863,15.98907,0.40706822,0.00396108,-37.6424,-15.21138,-0.8914051,0.015999,0.235322,0.036558,0.13594,-0.13594,0.198764,5.031103,0.046487,0.096357,-0.1129,-0.1507,0.1632,0.2761,0.0378,0.157,-0.2383
13,182.01715,-0.262316,44,-0.066252,0.196064,18.2,17.29,11.48,14.36,15.3325,2.63827003,7,5.321,3.7,6.7,10.642,0.505750404,1,2.60E-05,7.90E-05,3.942727,29.759529,304.9646,1145.56652,1.7805,-45.52836,32.4467,624.34981,437.43757,186.91224,0.0077305,0.0229471,-0.02788145,0.00080223,0.18879429,0.02209724,0.66461899,42.56,57.44,8.99361,14.7029,0.39993747,0.00188545,-31.55854,-16.40096,-0.8895085,0.013694,0.26067,0.073707,0.167188,-0.167188,0.186963,5.348645,0.074752,0.072882,-0.0389,-0.146,0.1987,0.2376,0.1071,0.1724,-0.1304,16,203.09905,-0.24355,50,-0.034215,0.209336,16.94,65.24,11.03,13.52,26.6825,22.35983718,14,4.925,5.147,8.795,9.194,0.39738935,0.933401015,0.52743,2.229743,3.072353,13.275181,62.0869,1334.28535,1.7057,-30.1181,25.4497,682.05394,338.27988,343.77406,0.00183491,0.02098685,-0.01701094,0.00024148,0.24978438,0.01903836,0.51655054,42.03,57.97,7.32956,14.24618,0.38448423,0.00279993,-30.27954,-15.95579,-0.8565896,0.014641,0.245858,0.043141,0.144499,-0.144499,0.202718,4.932966,0.0515,0.091648,-0.1091,-0.2458,0.1616,0.2707,0.1367,0.2037,-0.134
13,182.01715,-0.262316,44,-0.066252,0.196064,18.2,17.29,11.48,14.36,15.3325,2.63827003,7,5.321,3.7,6.7,10.642,0.505750404,1,2.60E-05,7.90E-05,3.942727,29.759529,304.9646,1145.56652,1.7805,-45.52836,32.4467,624.34981,437.43757,186.91224,0.0077305,0.0229471,-0.02788145,0.00080223,0.18879429,0.02209724,0.66461899,42.56,57.44,8.99361,14.7029,0.39993747,0.00188545,-31.55854,-16.40096,-0.8895085,0.013694,0.26067,0.073707,0.167188,-0.167188,0.186963,5.348645,0.074752,0.072882,-0.0389,-0.146,0.1987,0.2376,0.1071,0.1724,-0.1304,19,138.23008,-0.236241,37,-0.024577,0.211664,15.19,36.6,11.29,13.59,19.1675,10.15967611,17,4.818,6.037,6.326,9.266,0.428406306,0.961602325,0.818693,3.836357,2.166372,10.485104,73.4774,1298.76403,1.1927,-28.45856,26.30057,669.22316,403.55152,265.67164,0.00278032,0.01712074,-0.01900258,0.00021665,0.23929263,0.01738403,0.48620762,45.37,54.63,7.30517,13.88855,0.39215564,0.00262394,-30.99164,-16.01162,-0.8805205,0.011351,0.232953,0.034938,0.133946,-0.133946,0.198015,5.050135,0.045303,0.098955,-0.1146,-0.2614,0.1853,0.3,0.1468,0.2234,-0.1532
13,182.01715,-0.262316,44,-0.066252,0.196064,18.2,17.29,11.48,14.36,15.3325,2.63827003,7,5.321,3.7,6.7,10.642,0.505750404,1,2.60E-05,7.90E-05,3.942727,29.759529,304.9646,1145.56652,1.7805,-45.52836,32.4467,624.34981,437.43757,186.91224,0.0077305,0.0229471,-0.02788145,0.00080223,0.18879429,0.02209724,0.66461899,42.56,57.44,8.99361,14.7029,0.39993747,0.00188545,-31.55854,-16.40096,-0.8895085,0.013694,0.26067,0.073707,0.167188,-0.167188,0.186963,5.348645,0.074752,0.072882,-0.0389,-0.146,0.1987,0.2376,0.1071,0.1724,-0.1304,36,276.39582,-0.236545,73,-0.033809,0.202735,6.24,32.17,4.64,5.65,12.175,11.55828815,34,5.903,7.705,11.11,11.43,0.377913705,0.968151787,1.236038,5.105408,1.984928,8.736093,160.0669,2397.19481,1.292,-23.51232,25.28609,1090.41591,545.50403,544.91188,-0.00021954,0.013957,-0.01441149,0.00015062,0.24485089,0.01418514,0.38596954,60.1,39.9,7.57536,13.93481,0.39603598,0.00234169,-32.236,-17.09125,-0.9356892,0.006842,0.233651,0.043191,0.138421,-0.138421,0.19046,5.250454,0.0503,0.098653,-0.0572,-0.1023,0.2096,0.2668,0.0451,0.156,-0.2218
13,182.01715,-0.262316,44,-0.066252,0.196064,18.2,17.29,11.48,14.36,15.3325,2.63827003,7,5.321,3.7,6.7,10.642,0.505750404,1,2.60E-05,7.90E-05,3.942727,29.759529,304.9646,1145.56652,1.7805,-45.52836,32.4467,624.34981,437.43757,186.91224,0.0077305,0.0229471,-0.02788145,0.00080223,0.18879429,0.02209724,0.66461899,42.56,57.44,8.99361,14.7029,0.39993747,0.00188545,-31.55854,-16.40096,-0.8895085,0.013694,0.26067,0.073707,0.167188,-0.167188,0.186963,5.348645,0.074752,0.072882,-0.0389,-0.146,0.1987,0.2376,0.1071,0.1724,-0.1304,17,140.20287,-0.208914,37,-0.022112,0.186802,17.83,15.73,13.84,11.91,14.8275,2.197525597,15,5.307,4.185,6.884,10.776,0.49329366,1.01526286,0.306132,1.785042,2.130082,15.772294,59.1155,1212.58862,1.2957,-22.21573,29.17973,645.59093,329.79719,315.79374,0.00178237,0.02128121,-0.01858112,0.00020578,0.24100577,0.01995298,0.54315139,35.02,64.98,7.544,14.81506,0.39827869,0.0027868,-37.07824,-14.73853,-0.8990153,0.015519,0.204939,0.033398,0.119168,-0.119168,0.171542,5.829492,0.041393,0.126284,-0.0773,-0.1486,0.1709,0.2482,0.0714,0.1598,-0.1769
13,182.01715,-0.262316,44,-0.066252,0.196064,18.2,17.29,11.48,14.36,15.3325,2.63827003,7,5.321,3.7,6.7,10.642,0.505750404,1,2.60E-05,7.90E-05,3.942727,29.759529,304.9646,1145.56652,1.7805,-45.52836,32.4467,624.34981,437.43757,186.91224,0.0077305,0.0229471,-0.02788145,0.00080223,0.18879429,0.02209724,0.66461899,42.56,57.44,8.99361,14.7029,0.39993747,0.00188545,-31.55854,-16.40096,-0.8895085,0.013694,0.26067,0.073707,0.167188,-0.167188,0.186963,5.348645,0.074752,0.072882,-0.0389,-0.146,0.1987,0.2376,0.1071,0.1724,-0.1304,13,144.62184,-0.226239,37,-0.030157,0.196082,18.13,21.25,14.01,12.49,16.47,3.44586709,9,4.79,3.6,6.705,9.848,0.488661738,1.027974948,0.00018,0.000859,1.881573,12.365421,63.137,1128.01824,1.4367,-14.70109,38.1336,605.32644,274.8314,330.49504,0.00388135,0.02272823,-0.01179124,0.00025647,0.12157986,0.01732195,0.4559777,55.32,44.68,7.76247,14.38023,0.39183112,0.00223614,-31.26131,-15.10149,-0.8837172,0.014237,0.223114,0.041374,0.132244,-0.132244,0.18174,5.502363,0.048114,0.108959,-0.0533,-0.1236,0.2523,0.3056,0.0703,0.188,-0.2354
13,182.01715,-0.262316,44,-0.066252,0.196064,18.2,17.29,11.48,14.36,15.3325,2.63827003,7,5.321,3.7,6.7,10.642,0.505750404,1,2.60E-05,7.90E-05,3.942727,29.759529,304.9646,1145.56652,1.7805,-45.52836,32.4467,624.34981,437.43757,186.91224,0.0077305,0.0229471,-0.02788145,0.00080223,0.18879429,0.02209724,0.66461899,42.56,57.44,8.99361,14.7029,0.39993747,0.00188545,-31.55854,-16.40096,-0.8895085,0.013694,0.26067,0.073707,0.167188,-0.167188,0.186963,5.348645,0.074752,0.072882,-0.0389,-0.146,0.1987,0.2376,0.1071,0.1724,-0.1304,16,124.20346,-0.219436,33,-0.020786,0.19865,18.08,20.78,13.2,11.94,16,3.588119285,14,4.739,4.135,6.7,9.595,0.469652472,1.012344376,0.310823,1.735545,2.143349,9.405894,51.7011,1139.89585,1.221,-21.44503,30.15069,611.61743,351.65406,259.96337,0.00228208,0.01676094,-0.01730356,0.00017548,0.24785541,0.0167088,0.46236424,46.67,53.33,7.61499,13.94139,0.39296691,0.00228853,-29.3341,-14.99845,-0.8726575,0.01153,0.215119,0.032756,0.123938,-0.123938,0.182363,5.483568,0.042116,0.115762,-0.0707,-0.1439,0.2235,0.2943,0.0732,0.1837,-0.221
13,182.01715,-0.262316,44,-0.066252,0.196064,18.2,17.29,11.48,14.36,15.3325,2.63827003,7,5.321,3.7,6.7,10.642,0.505750404,1,2.60E-05,7.90E-05,3.942727,29.759529,304.9646,1145.56652,1.7805,-45.52836,32.4467,624.34981,437.43757,186.91224,0.0077305,0.0229471,-0.02788145,0.00080223,0.18879429,0.02209724,0.66461899,42.56,57.44,8.99361,14.7029,0.39993747,0.00188545,-31.55854,-16.40096,-0.8895085,0.013694,0.26067,0.073707,0.167188,-0.167188,0.186963,5.348645,0.074752,0.072882,-0.0389,-0.146,0.1987,0.2376,0.1071,0.1724,-0.1304,13,128.16731,-0.225091,33,-0.029331,0.19576,18.16,23.05,14.31,12.72,17.06,3.983974147,11,4.451,3.6,6.702,9.162,0.470715166,1.02920692,0.000106,0.00038,1.54054,12.796076,60.0022,1016.77586,1.4125,-19.42055,36.80355,556.26844,268.28445,287.98398,0.00373771,0.02261239,-0.01384585,0.000277,0.19526981,0.01838823,0.49181568,51.71,48.29,7.69606,16.02488,0.4099292,0.00391923,-38.00926,-15.10706,-0.892282,0.016418,0.222094,0.040566,0.13133,-0.13133,0.181529,5.508775,0.047506,0.110107,-0.0612,-0.1314,0.2609,0.3221,0.0702,0.1962,-0.2518
13,182.01715,-0.262316,44,-0.066252,0.196064,18.2,17.29,11.48,14.36,15.3325,2.63827003,7,5.321,3.7,6.7,10.642,0.505750404,1,2.60E-05,7.90E-05,3.942727,29.759529,304.9646,1145.56652,1.7805,-45.52836,32.4467,624.34981,437.43757,186.91224,0.0077305,0.0229471,-0.02788145,0.00080223,0.18879429,0.02209724,0.66461899,42.56,57.44,8.99361,14.7029,0.39993747,0.00188545,-31.55854,-16.40096,-0.8895085,0.013694,0.26067,0.073707,0.167188,-0.167188,0.186963,5.348645,0.074752,0.072882,-0.0389,-0.146,0.1987,0.2376,0.1071,0.1724,-0.1304,13,128.16731,-0.230889,33,-0.028197,0.202692,16.43,24.7,13.5,13.51,17.035,4.583669382,13,4.198,3.6,7.257,8.389,0.435882781,0.99916627,0.000352,0.001627,0.757362,12.413223,53.4302,1016.68382,1.4127,-18.3142,36.38776,555.89763,264.96568,290.93196,0.00349012,0.02170625,-0.01310019,0.00025031,0.18818928,0.01752682,0.46809632,54.1,45.9,7.80139,16.07811,0.40968045,0.00387591,-37.8671,-15.2519,-0.8916153,0.015781,0.227367,0.039057,0.133212,-0.133212,0.18831,5.310399,0.047118,0.104309,-0.0489,-0.1619,0.2747,0.3236,0.113,0.2183,-0.2106
13,182.01715,-0.262316,44,-0.066252,0.196064,18.2,17.29,11.48,14.36,15.3325,2.63827003,7,5.321,3.7,6.7,10.642,0.505750404,1,2.60E-05,7.90E-05,3.942727,29.759529,304.9646,1145.56652,1.7805,-45.52836,32.4467,624.34981,437.43757,186.91224,0.0077305,0.0229471,-0.02788145,0.00080223,0.18879429,0.02209724,0.66461899,42.56,57.44,8.99361,14.7029,0.39993747,0.00188545,-31.55854,-16.40096,-0.8895085,0.013694,0.26067,0.073707,0.167188,-0.167188,0.186963,5.348645,0.074752,0.072882,-0.0389,-0.146,0.1987,0.2376,0.1071,0.1724,-0.1304,16,178.17485,-0.236055,45,-0.040956,0.195099,18.12,27.05,11.85,14.09,17.7775,5.805804746,14,4.934,4.923,6.7,9.858,0.458917183,0.998986623,0.382908,1.982019,3.315133,13.216485,93.4159,1241.0923,1.6087,-18.44906,41.40642,659.25269,323.04009,336.2126,0.00452277,0.02329093,-0.01351006,0.00034181,0.17726933,0.01872459,0.49804402,48.32,51.68,7.88048,16.68945,0.43621143,0.00548423,-39.77563,-15.00282,-0.9222341,0.020198,0.233387,0.041071,0.137229,-0.137229,0.192316,5.199782,0.048961,0.099143,-0.0403,-0.1135,0.3113,0.3515,0.0732,0.2124,-0.2783
13,182.01715,-0.262316,44,-0.066252,0.196064,18.2,17.29,11.48,14.36,15.3325,2.63827003,7,5.321,3.7,6.7,10.642,0.505750404,1,2.60E-05,7.90E-05,3.942727,29.759529,304.9646,1145.56652,1.7805,-45.52836,32.4467,624.34981,437.43757,186.91224,0.0077305,0.0229471,-0.02788145,0.00080223,0.18879429,0.02209724,0.66461899,42.56,57.44,8.99361,14.7029,0.39993747,0.00188545,-31.55854,-16.40096,-0.8895085,0.013694,0.26067,0.073707,0.167188,-0.167188,0.186963,5.348645,0.074752,0.072882,-0.0389,-0.146,0.1987,0.2376,0.1071,0.1724,-0.1304,17,135.18471,-0.241374,36,-0.00169,0.239684,14.89,36.56,7.04,8.97,16.865,11.73302284,17,3.71,5.702,6.943,7.41,0.369483919,0.998652291,0.847916,3.062001,6.062663,16.66172,44.8276,1061.27367,1.4274,-45.44936,50.59533,559.81177,350.22802,209.58375,0.00598882,0.03524835,-0.04290574,0.00085192,0.24698296,0.03677951,1.03716577,17.83,82.17,7.34907,14.28956,0.42120492,0.00170598,-36.3372,-18.40523,-0.9426445,0.012805,0.238333,0.019891,0.129112,-0.129112,0.218442,4.577881,0.038157,0.093824,-0.1632,-0.2099,0.1724,0.3356,0.0467,0.1912,-0.2889
13,182.01715,-0.262316,44,-0.066252,0.196064,18.2,17.29,11.48,14.36,15.3325,2.63827003,7,5.321,3.7,6.7,10.642,0.505750404,1,2.60E-05,7.90E-05,3.942727,29.759529,304.9646,1145.56652,1.7805,-45.52836,32.4467,624.34981,437.43757,186.91224,0.0077305,0.0229471,-0.02788145,0.00080223,0.18879429,0.02209724,0.66461899,42.56,57.44,8.99361,14.7029,0.39993747,0.00188545,-31.55854,-16.40096,-0.8895085,0.013694,0.26067,0.073707,0.167188,-0.167188,0.186963,5.348645,0.074752,0.072882,-0.0389,-0.146,0.1987,0.2376,0.1071,0.1724,-0.1304,26,196.67693,-0.204746,52,-0.021277,0.183469,29.43,13.58,13.15,9.75,16.4775,7.623881475,22,5.721,5.714,8.177,11.042,0.442866883,0.965041077,0.634072,3.179867,3.84803,14.567584,196.8411,1665.20429,1.3235,-33.22287,36.45242,827.81093,465.11746,362.69347,0.00423534,0.02287635,-0.01966986,0.00025687,0.24144417,0.02109972,0.5842684,32.96,67.04,7.0905,14.12549,0.39759285,0.00207544,-39.17183,-18.20581,-0.9306791,0.010875,0.195697,0.032765,0.114231,-0.114231,0.162932,6.137513,0.040043,0.130452,-0.1787,-0.1822,-0.1495,0.0292,0.0035,0.0163,-0.0257
13,182.01715,-0.262316,44,-0.066252,0.196064,18.2,17.29,11.48,14.36,15.3325,2.63827003,7,5.321,3.7,6.7,10.642,0.505750404,1,2.60E-05,7.90E-05,3.942727,29.759529,304.9646,1145.56652,1.7805,-45.52836,32.4467,624.34981,437.43757,186.91224,0.0077305,0.0229471,-0.02788145,0.00080223,0.18879429,0.02209724,0.66461899,42.56,57.44,8.99361,14.7029,0.39993747,0.00188545,-31.55854,-16.40096,-0.8895085,0.013694,0.26067,0.073707,0.167188,-0.167188,0.186963,5.348645,0.074752,0.072882,-0.0389,-0.146,0.1987,0.2376,0.1071,0.1724,-0.1304,27,178.23134,-0.201459,48,-0.01019,0.191269,21.67,12.88,11.91,5.61,13.0175,5.722374398,23,5.386,5.987,7.692,10.918,0.443875269,1.013553658,0.753245,3.541465,2.109473,16.892681,161.8832,1590.76093,1.2555,-39.44991,55.6295,785.11531,424.42841,360.68689,0.00126723,0.01965803,-0.02037363,0.00047867,0.24996109,0.01990621,0.543868,45.74,54.26,7.03009,16.23012,0.40268666,0.00280522,-36.14037,-18.63649,-0.9424479,0.010239,0.193878,0.021341,0.10761,-0.10761,0.172537,5.795844,0.033557,0.133739,-0.1802,-0.1845,-0.1484,0.0318,0.0042,0.018,-0.0276
13,182.01715,-0.262316,44,-0.066252,0.196064,18.2,17.29,11.48,14.36,15.3325,2.63827003,7,5.321,3.7,6.7,10.642,0.505750404,1,2.60E-05,7.90E-05,3.942727,29.759529,304.9646,1145.56652,1.7805,-45.52836,32.4467,624.34981,437.43757,186.91224,0.0077305,0.0229471,-0.02788145,0.00080223,0.18879429,0.02209724,0.66461899,42.56,57.44,8.99361,14.7029,0.39993747,0.00188545,-31.55854,-16.40096,-0.8895085,0.013694,0.26067,0.073707,0.167188,-0.167188,0.186963,5.348645,0.074752,0.072882,-0.0389,-0.146,0.1987,0.2376,0.1071,0.1724,-0.1304,37,232.32193,-0.231276,63,-0.01832,0.212955,9.25,25.09,9.69,12.07,14.025,6.477829498,36,6.905,6.384,9.047,13.766,0.471486797,0.996813903,0.913414,3.902565,6.462635,10.524829,120.1902,2150.62462,1.2105,-54.46642,62.12314,1031.86725,628.90487,402.96238,0.00209332,0.02168075,-0.02847686,0.00095547,0.22487695,0.0239481,0.6621823,42.66,57.34,7.10272,14.65233,0.40549255,0.00163632,-39.73707,-17.12421,-0.9309273,0.012518,0.225521,0.027901,0.126711,-0.126711,0.197619,5.060231,0.040623,0.103922,-0.1638,-0.169,0.0528,0.2166,0.0052,0.1109,-0.2114
13,182.01715,-0.262316,44,-0.066252,0.196064,18.2,17.29,11.48,14.36,15.3325,2.63827003,7,5.321,3.7,6.7,10.642,0.505750404,1,2.60E-05,7.90E-05,3.942727,29.759529,304.9646,1145.56652,1.7805,-45.52836,32.4467,624.34981,437.43757,186.91224,0.0077305,0.0229471,-0.02788145,0.00080223,0.18879429,0.02209724,0.66461899,42.56,57.44,8.99361,14.7029,0.39993747,0.00188545,-31.55854,-16.40096,-0.8895085,0.013694,0.26067,0.073707,0.167188,-0.167188,0.186963,5.348645,0.074752,0.072882,-0.0389,-0.146,0.1987,0.2376,0.1071,0.1724,-0.1304,32,220.2681,-0.22028,59,-0.017198,0.203082,12.73,17.54,13.62,12.15,14.01,2.104221946,28,6.392,6.741,7.254,12.818,0.478051691,1.002659574,1.11022,4.277659,3.275921,12.783686,250.0878,1921.83574,1.2843,-49.09335,37.16003,958.09114,588.48335,369.60779,0.00147938,0.01862486,-0.02581936,0.00059453,0.18197818,0.02109306,0.58233228,44.67,55.33,7.10299,13.91559,0.41007837,0.00193177,-42.14754,-19.0682,-0.9495575,0.01088,0.21493,0.029004,0.121967,-0.121967,0.185926,5.378491,0.040005,0.114918,-0.1771,-0.178,0.0341,0.2112,0.0009,0.1061,-0.2103
